,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,gender_int,sub_categories_int
8919,8919,38537,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Black Mid Evo Leather Shoes,,,0,4
8920,8920,24168,Women,Apparel,Topwear,Kurtis,Orange,Fall,2011.0,Ethnic,Aurelia Women Orange Striped Kurti,,,1,0
8921,8921,45963,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Light Pink Printed Top,,,1,0
8922,8922,24954,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue T-shirt,,,1,0
8923,8923,32831,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,iPanema Women Kirey White Flats,,,1,4
8924,8924,39623,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Sports Shoes,,,0,4
8925,8925,41739,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,,,1,4
8926,8926,11049,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,,,0,0
8927,8927,4882,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Davis White Polo Tshirt,,,0,0
8928,8928,11875,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Casual,Franco Leone Men Casual Brown Sandals,,,0,4
8929,8929,45399,Women,Footwear,Shoes,Flats,Yellow,Winter,2012.0,Casual,Rocia Women Yellow Sandals,,,1,4
8930,8930,22059,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Printed Brown Kurta,,,1,0
8931,8931,42980,Men,Apparel,Innerwear,Boxers,Red,Summer,2016.0,Casual,FCUK Red & White Boxers,,,0,5
8932,8932,28563,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Nike Men Brushed Orange T-shirt,,,0,0
8933,8933,22865,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes,,,0,4
8934,8934,2349,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,Reebok Men Truth or Dare Red T-shirt,,,0,0
8935,8935,48486,Women,Apparel,Dress,Dresses,Green,Winter,2011.0,Casual,French Connection Women Green Dress,,,1,2
8936,8936,34900,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Printed Green Dupatta,,,1,0
8937,8937,29683,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Indigo Nation Men Black Trouser,,,0,1
8938,8938,3895,Girls,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Girl's White Minnie With Pink Lace Kidswear,,,3,0
8939,8939,7409,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Round Neck Short Sleeve Pink Kurta,,,1,0
8940,8940,2947,Women,Apparel,Topwear,Tops,Yellow,Fall,2010.0,Casual,DUSG Women Uttarkashi Organic Endive Top,,,1,0
8941,8941,28751,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,,,1,0
8942,8942,49766,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Alma Women Beige Printed Kurta,,,1,0
8943,8943,8441,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Ece Blue Top Blue Tops,,,1,0
8944,8944,19016,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Women Graphic Print Black Tshirt,,,1,0
8945,8945,9593,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts,,,0,0
8946,8946,44845,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Ducati Logo T-shirt,,,0,0
8947,8947,45997,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Fabindia Black Striped Saree,,,1,3
8948,8948,52920,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Printed White Sari,,,1,3
8949,8949,36459,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Spinn Men Texan White Sports Shoes,,,0,4
8950,8950,8819,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Ranger Solid Navy Blue Shirts,,,0,0
8951,8951,6983,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,s.Oliver Men's Polo Purple T-shirt,,,0,0
8952,8952,43638,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Green Top,,,1,0
8953,8953,49302,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks,,,0,7
8954,8954,31218,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Lotto Men Sneak Grey Casual Shoes,,,0,4
8955,8955,19472,Men,Apparel,Topwear,Sweatshirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Sweatshirt,,,0,0
8956,8956,7851,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue & White Striped Polo T-shirt,,,0,0
8957,8957,39849,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Striped Blue Top,,,3,0
8958,8958,20158,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Festa Blue Shirt,,,0,0
8959,8959,39247,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,,,0,4
8960,8960,1994,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Sports,Puma Women's Powergirls T-shirt,,,1,0
8961,8961,28107,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Grey Melange Trunks 8009,,,0,5
8962,8962,27973,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Jockey SP-OW Men Green Innerwear Vest SP12,,,0,5
8963,8963,16608,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Jealous 21 Women Printed Green Top,,,1,0
8964,8964,19640,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Solid Purple Sweatshirt,,,1,0
8965,8965,10502,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Women Ocean Blue Tshirts,,,1,0
8966,8966,33780,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Puma Men Formstripe Navy Blue Socks,,,0,7
8967,8967,40272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Scullers Men Striped Black T-shirt,,,0,0
8968,8968,32652,Women,Apparel,Topwear,Tshirts,Lavender,Summer,2012.0,Sports,Nike Women Sublimated Lavender T-shirt,,,1,0
8969,8969,4427,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Tradition Hand Stitched Polo Grey Brown T-shirt,,,0,0
8970,8970,35477,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Remo Black Formal Shoes,,,0,4
8971,8971,29028,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,ADIDAS Men Crazy Ville Red T-shirt,,,0,0
8972,8972,17727,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Reid & Taylor Men Stripes Navy Blue Shirt,,,0,0
8973,8973,30939,Women,Apparel,Topwear,Kurtis,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Kurti,,,1,0
8974,8974,47057,Women,Apparel,Bottomwear,Salwar,Navy Blue,Summer,2012.0,Ethnic,Shree Women Navy Blue & Pink Jodhpuri Salwar,,,1,1
8975,8975,6370,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Numero Uno Men's Red Black Shoe,,,0,4
8976,8976,12255,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Genesis Men Stripes Maroon Shirts,,,0,0
8977,8977,3602,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Puma Rajasthan Royals Men Blue Lookalike Jersey,,,0,0
8978,8978,42525,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Mother Earth Women Purple Kurta,,,1,0
8979,8979,9338,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Heroes Graphic White Tshirts,,,0,0
8980,8980,13387,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Timberland Men Juniors Grey Casual Shoes,,,0,4
8981,8981,47265,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Underwear Men Black Striped Brief,,,0,5
8982,8982,13989,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Future Cat M1 Black Casual Shoes,,,0,4
8983,8983,34797,Men,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Flying Machine Men Grey Hat,,,0,6
8984,8984,17515,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweater,,,1,0
8985,8985,42717,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,,,1,4
8986,8986,12067,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,W Women Grey Printed Kurta,,,1,0
8987,8987,26252,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Summer,2012.0,Casual,Proline Men Grey Melange Track Pants,,,0,1
8988,8988,30337,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men You Have Rite to Remain Silent Red T-shirt,,,0,0
8989,8989,40040,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Dark Grey Polo T-shirt,,,0,0
8990,8990,24505,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Red Printed Kurta,,,1,0
8991,8991,32460,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Blue T-shirt,,,0,0
8992,8992,14390,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels,,,1,4
8993,8993,53457,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Wedges,,,1,4
8994,8994,38966,Unisex,Accessories,Headwear,Caps,Beige,Summer,2015.0,Casual,Wildcraft Unisex Beige Safari Cap,,,4,6
8995,8995,56919,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Heels,,,1,4
8996,8996,15242,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Porsche Design SP 2 Black Casual Shoes,,,0,4
8997,8997,47601,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Portia Women White Flats,,,1,4
8998,8998,6526,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women's Strong Poly Black Track Pant,,,1,1
8999,8999,18905,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Response Cushion 20 Black Sports Shoes,,,0,4
9000,9000,17171,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Grey Shirt,,,0,0
9001,9001,3868,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Men's Cowboy Photo White T-shirt,,,0,0
9002,9002,30753,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Kurta,,,0,0
9003,9003,3054,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Formal,Tantra Men's Who Farted Blue T-shirt,,,0,0
9004,9004,12403,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Formal,Reid & Taylor Men Solid Brown Socks,,,0,7
9005,9005,26636,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Future Cat White Shoes,,,0,4
9006,9006,11286,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016.0,Casual,Wrangler Men Black Millard Jeans,,,0,1
9007,9007,32004,Men,Accessories,Socks,Socks,Beige,Summer,2016.0,Formal,Playboy Men Beige Socks,,,0,7
9008,9008,40424,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Tonga Women Beige Top,,,1,0
9009,9009,57493,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men Black Shoes,,,0,4
9010,9010,10354,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Checks Blue Tops,,,1,0
9011,9011,24161,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aurelia Women Blue Kurta,,,1,0
9012,9012,15626,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Sports,Nike Men AS Manu Auth CL N98 Red Jackets,,,0,0
9013,9013,53033,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,FNF Printed Yellow Sari,,,1,3
9014,9014,37576,Girls,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infant Girls White Booties,,,3,7
9015,9015,32236,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Abstract Print Kurta,,,1,0
9016,9016,10166,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,United Colors of Benetton Men Carribean Red Flip Flops,,,0,8
9017,9017,1531,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Puma Men Grey Solid Round Neck T-Shirt,,,0,0
9018,9018,40616,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Span Women Navy Blue Kurta,,,1,0
9019,9019,21621,Women,Apparel,Innerwear,Bra,Lavender,Summer,2014.0,Casual,Enamor Women Lavender Bra,,,1,5
9020,9020,15414,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Ace White Sports Shoes,,,0,4
9021,9021,45364,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals,,,1,4
9022,9022,4043,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Tipoff Black Shoe,,,0,4
9023,9023,11888,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Semi-Formal Shoes,,,0,4
9024,9024,37744,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt,,,0,0
9025,9025,23176,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,,,0,0
9026,9026,50484,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Chromozome Men Dark Red Briefs,,,0,5
9027,9027,6714,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Locomotive Men's Round Neck White T-shirt,,,0,0
9028,9028,16291,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Stripes Blue Polo T-Shirt,,,0,0
9029,9029,12631,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Probase Men Printed Red Tshirts,,,0,0
9030,9030,26404,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,Turtle Men Check Orange Shirt,,,0,0
9031,9031,3266,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Rider Red T-shirt,,,0,0
9032,9032,22898,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,,,0,0
9033,9033,42141,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Grey Zoom Vomero Sports Shoes,,,0,4
9034,9034,28758,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurta,,,1,0
9035,9035,50642,Men,Apparel,Innerwear,Innerwear Vests,Red,Winter,2016.0,Casual,Chromozome Men Red Innerwear Vest,,,0,5
9036,9036,17185,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Shirt,,,0,0
9037,9037,16057,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Highlander Men Solid Brown Trouser,,,0,1
9038,9038,22262,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Flats,,,1,4
9039,9039,19823,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Grey Shirt,,,0,0
9040,9040,7400,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes,,,0,4
9041,9041,13525,Women,Apparel,Topwear,Tunics,White,Fall,2011.0,Casual,Scullers For Her Women Instyle White Tunics,,,1,0
9042,9042,43255,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue Kurta,,,1,0
9043,9043,2172,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men Stripe Navy Blue T-shirt,,,0,0
9044,9044,8448,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women about my style Purple Top,,,1,0
9045,9045,11272,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Cricket Red Tshirt,,,0,0
9046,9046,52929,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,,,1,3
9047,9047,57467,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Puma Unisex 917 Lo CVS Navy Blue Shoes,,,4,4
9048,9048,36450,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Swift Black Sports Shoes,,,0,4
9049,9049,52115,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Myntra Women Blue and Yellow Printed Top,,,1,0
9050,9050,14700,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Basics Men Khaki Trousers,,,0,1
9051,9051,37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Madagascar3 Girls White Shorts,,,3,1
9052,9052,5357,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2011.0,Sports,Kipsta F300 Sala Shoes,,,0,4
9053,9053,41730,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Catwalk Women White Heels,,,1,4
9054,9054,56787,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Horsefly Men Black Shirt,,,0,0
9055,9055,11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt,,,0,0
9056,9056,5959,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green White Blue Checked Shirt,,,0,0
9057,9057,33310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men White & Green Polo T-shirt,,,0,0
9058,9058,45390,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Flats,,,1,4
9059,9059,5165,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Black T-shirt,,,0,0
9060,9060,14532,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Printed Navy Blue Tshirts,,,0,0
9061,9061,20707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Melania Black Casual Shoes,,,0,4
9062,9062,23182,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black Coffee Men Blue Shirt,,,0,0
9063,9063,50470,Men,Apparel,Innerwear,Trunk,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Trunks,,,0,5
9064,9064,22050,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,Vishudh Women Printed Dark Grey Kurta,,,1,0
9065,9065,42989,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Women Black Fivekay Sports Shoes,,,1,4
9066,9066,43067,Men,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Nike Men Peach & White Striped T-shirt,,,0,0
9067,9067,2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt,,,0,0
9068,9068,30595,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Woven Grey Shorts,,,0,1
9069,9069,27522,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Hees,,,1,4
9070,9070,34909,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Printed Brown Cotton Silk Dupatta,,,1,0
9071,9071,3292,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Guerrilla Men's Fighter Blue T-shirt,,,0,0
9072,9072,31447,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Sports,Nike Men Running Navy Blue Shorts,,,0,1
9073,9073,33774,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,Puma Unisex Black Cap,,,4,6
9074,9074,41354,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans,,,1,1
9075,9075,11424,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Blue Shirts,,,0,0
9076,9076,5501,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Mr.Men Men's Mr.Perfect Black T-shirt,,,0,0
9077,9077,44626,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Blue Legend      Training  Tshirts,,,0,0
9078,9078,15084,Men,Apparel,Bottomwear,Churidar,White,Fall,2011.0,Ethnic,Mother Earth Men Solid White Churidar,,,0,1
9079,9079,36206,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini Jony Boys Black Shirt,,,2,0
9080,9080,35483,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Hush Puppies Men Black Bounce IV Formal Shoes,,,0,4
9081,9081,50014,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Hanes Men Grey Duo Dry Cotton Stretch Muscle T-shirt,,,0,5
9082,9082,19649,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,United Colors of Benetton Women Solid Magenta Top,,,1,0
9083,9083,31023,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt,,,0,0
9084,9084,28932,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt,,,0,0
9085,9085,2724,Boys,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Boy's White Red Kidswear,,,2,0
9086,9086,13373,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Timberland Women Femmes White Casual Shoes,,,1,4
9087,9087,8810,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men White Check Shirt,,,0,0
9088,9088,16433,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Levi's Men Printed Navy Blue Tshirts,,,0,0
9089,9089,22606,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,Nike Unisex Active White Cap,,,4,6
9090,9090,31211,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Ring Leader Low White Sports Shoes,,,0,4
9091,9091,12093,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas,,,1,0
9092,9092,7858,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men's Formal Black Shoe,,,0,4
9093,9093,27374,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Tantra Men Circles Black T-shirt,,,0,0
9094,9094,43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt,,,1,0
9095,9095,33546,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford White Shirt,,,0,0
9096,9096,57003,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals,,,1,4
9097,9097,25423,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Profusion Black Sports Shoes,,,0,4
9098,9098,11616,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Green Kurtas,,,1,0
9099,9099,32494,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Men Diamond OX Black Shoes,,,0,4
9100,9100,38992,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jacket,,,2,0
9101,9101,14364,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats,,,1,4
9102,9102,20151,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Willy Blue Shirt,,,0,0
9103,9103,44414,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Shoes,,,0,4
9104,9104,21083,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Smart Casual,Clarks Men Black Leather Semiformal Shoes,,,0,4
9105,9105,39840,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-Shirt,,,2,0
9106,9106,23149,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Quechua Men Warm Fleece Black Jacket,,,0,0
9107,9107,9763,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Men Cover magic Purple Tshirts,,,0,0
9108,9108,48444,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,French Connection Men Black T-shirt,,,0,0
9109,9109,23975,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Brown Striped Shirt,,,0,0
9110,9110,35810,Women,Footwear,Shoes,Heels,Bronze,Summer,2012.0,Casual,Enroute Women Bronze Flats,,,1,4
9111,9111,49596,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,,,1,4
9112,9112,3259,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Basket White Green Shoe,,,0,4
9113,9113,32209,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurta,,,1,0
9114,9114,4840,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Sher Singh Men's Red Polo T-shirt,,,0,0
9115,9115,5992,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Navy Blue Checked Shirt,,,0,0
9116,9116,10159,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men 917 Mid Spill White Casual Shoes,,,0,4
