,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11
9051,37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Madagascar3 Girls White Shorts,,
9052,5357,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2011.0,Sports,Kipsta F300 Sala Shoes,,
9053,41730,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Catwalk Women White Heels,,
9054,56787,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Horsefly Men Black Shirt,,
9055,11040,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirt,,
9056,5959,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green White Blue Checked Shirt,,
9057,33310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men White & Green Polo T-shirt,,
9058,45390,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women White Flats,,
9059,5165,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Black T-shirt,,
9060,14532,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Printed Navy Blue Tshirts,,
9061,20707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Melania Black Casual Shoes,,
9062,23182,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black Coffee Men Blue Shirt,,
9063,50470,Men,Apparel,Innerwear,Trunk,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Trunks,,
9064,22050,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,Vishudh Women Printed Dark Grey Kurta,,
9065,42989,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Women Black Fivekay Sports Shoes,,
9066,43067,Men,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Nike Men Peach & White Striped T-shirt,,
9067,2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt,,
9068,30595,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Woven Grey Shorts,,
9069,27522,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Hees,,
9070,34909,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Printed Brown Cotton Silk Dupatta,,
9071,3292,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Guerrilla Men's Fighter Blue T-shirt,,
9072,31447,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Sports,Nike Men Running Navy Blue Shorts,,
9073,33774,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,Puma Unisex Black Cap,,
9074,41354,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans,,
9075,11424,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Blue Shirts,,
9076,5501,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Mr.Men Men's Mr.Perfect Black T-shirt,,
9077,44626,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Blue Legend      Training  Tshirts,,
9078,15084,Men,Apparel,Bottomwear,Churidar,White,Fall,2011.0,Ethnic,Mother Earth Men Solid White Churidar,,
9079,36206,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini Jony Boys Black Shirt,,
9080,35483,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Hush Puppies Men Black Bounce IV Formal Shoes,,
9081,50014,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Hanes Men Grey Duo Dry Cotton Stretch Muscle T-shirt,,
9082,19649,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,United Colors of Benetton Women Solid Magenta Top,,
9083,31023,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt,,
9084,28932,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt,,
9085,2724,Boys,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Boy's White Red Kidswear,,
9086,13373,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Timberland Women Femmes White Casual Shoes,,
9087,8810,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men White Check Shirt,,
9088,16433,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Levi's Men Printed Navy Blue Tshirts,,
9089,22606,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,Nike Unisex Active White Cap,,
9090,31211,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Ring Leader Low White Sports Shoes,,
9091,12093,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas,,
9092,7858,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men's Formal Black Shoe,,
9093,27374,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Tantra Men Circles Black T-shirt,,
9094,43631,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Vero Moda Women Green Shirt,,
9095,33546,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford White Shirt,,
9096,57003,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals,,
9097,25423,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Profusion Black Sports Shoes,,
9098,11616,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Green Kurtas,,
9099,32494,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Men Diamond OX Black Shoes,,
9100,38992,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jacket,,
9101,14364,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats,,
9102,20151,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Willy Blue Shirt,,
9103,44414,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Shoes,,
9104,21083,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Smart Casual,Clarks Men Black Leather Semiformal Shoes,,
9105,39840,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-Shirt,,
9106,23149,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Quechua Men Warm Fleece Black Jacket,,
9107,9763,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Puma Men Cover magic Purple Tshirts,,
9108,48444,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,French Connection Men Black T-shirt,,
9109,23975,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Peter England Men Brown Striped Shirt,,
9110,35810,Women,Footwear,Shoes,Heels,Bronze,Summer,2012.0,Casual,Enroute Women Bronze Flats,,
9111,49596,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels,,
9112,3259,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Basket White Green Shoe,,
9113,32209,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurta,,
9114,4840,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Sher Singh Men's Red Polo T-shirt,,
9115,5992,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Navy Blue Checked Shirt,,
9116,10159,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men 917 Mid Spill White Casual Shoes,,
9117,40629,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta,,
9118,59704,Women,Apparel,Innerwear,Briefs,Red,Summer,2014.0,Casual,Avirate Red & White Brief,,
9119,44289,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Indian Terrain Men Beige Trousers,,
9120,45955,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Tokyo Talkies Women Blue Top,,
9121,38501,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Woven Navy Blue Jeans,,
9122,53830,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Folklore Women Lavender Kurta,,
9123,44887,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Badge Polo T-shirt,,
9124,15619,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men AS Squad FT FZ Hoody Grey Sweatshirts,,
9125,32807,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,iPanema Women Ritmos Green Flats,,
9126,37549,Girls,Apparel,Socks,Booties,Pink,Summer,2012.0,Casual,Madagascar 3 Infants Girls Pink Booties,,
9127,6519,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2011.0,Sports,Nike Men Soccer Liga Black Track Pant,,
9128,50689,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Chromozome Men Black Trunks,,
9129,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Puma Men's Football Smash Graphic Black T-shirt,,
9130,3857,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Black Bull Dog T-shirt,,
9131,17972,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Wirko White Sports Shoe,,
9132,9551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men As Race Day Ss Blue T-Shirts,,
9133,8483,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Creme de Menthe Blue Dresses,,
9134,26609,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Osuran Black Sports Shoes,,
9135,37911,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Mineral Women Cream Dress,,
9136,53468,Women,Apparel,Innerwear,Bra,Nude,Summer,2018.0,Casual,Amante Confidence Nude-Coloured Balconette Bra BCMW11,,
9137,38959,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,,
9138,56926,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,HM Women Multi Coloured Flats,,
9139,41991,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt,,
9140,29225,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men adiPure Slide Navy Blue Flip Flops,,
9141,46388,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Printed T-shirt,,
9142,12864,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Lee Cooper Men Casual Black Shoes,,
9143,42728,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,,
9144,12058,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Printed Brown Kurtas,,
9145,6941,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Decade Ago Blue T-shirt,,
9146,18562,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Casual Shoes,,
9147,30308,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Royal Off White T-shirt,,
9148,9135,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men Vibrant VI White Sports Shoes,,
9149,26863,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Skirts,,
9150,35448,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top,,
9151,29017,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Color Block Grey T-shirt,,
9152,17718,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Reid & Taylor Men Check Red Shirt,,
9153,30906,Women,Apparel,Topwear,Jackets,Maroon,Summer,2012.0,Ethnic,Fabindia Women Reversible Jacket,,
9154,47068,Women,Apparel,Bottomwear,Patiala,Beige,Fall,2012.0,Ethnic,Shree Women Beige & Teal Patiala,,
9155,19682,Women,Apparel,Topwear,Sweatshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Purple Sweatshirt,,
9156,18750,Women,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Arrow Woman Hallie Olive Shirt,,
9157,24708,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Football Sign Collage Red T-shirt,,
9158,38357,Men,Apparel,Bottomwear,Tracksuits,Red,Summer,2016.0,Casual,2go Active Gear USA Men Red Bjorn Track Pants,,
9159,15873,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Aloha Flops Yellow Slippers,,
9160,59360,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,,
9161,4418,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Multicolor Striper Grey Melange T-shirt,,
9162,20952,Women,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Women Polka Green Flip Flops,,
9163,11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas,,
9164,36837,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Free 4.0 V2 Grey Sports Shoes,,
9165,21880,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Solid Black Kurta,,
9166,41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Allen Solly Woman Black Shorts,,
9167,15289,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,FILA Women DLS Spry Silver Sports Shoes,,
9168,41965,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Black T-shirt,,
9169,22639,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Nike Men Printed Orange T-shirt,,
9170,12890,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Cell Tolero Black Casual Shoes,,
9171,13942,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirts,,
9172,6189,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Storm Grey T-shirt,,
9173,7867,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Round Neck T-shirt,,
9174,26897,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,,
9175,7269,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Superman Men Printed Blue T-shirt,,
9176,28131,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey MODERN CLASSIC Mens Grey Briefs 8035,,
9177,27945,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey Men Comfort Stretch White Bikini Brief,,
9178,19676,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey Top,,
9179,14955,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Status Quo Men Printed Charcoal Tshirts,,
9180,44619,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Fila Women Purple Flip Flops,,
9181,36239,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,W Women Dark Pink Top,,
9182,28555,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015.0,Casual,Nike Men Club Pique Blue Polo T-shirt,,
9183,13728,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Belmonte Men Stripes Grey Shirts,,
9184,34936,Women,Apparel,Topwear,Dupatta,White,Summer,2012.0,Ethnic,Fabindia Women White Dupatta,,
9185,22853,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Brown Casual Shoes,,
9186,24398,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Vishudh Women Red Printed Kurta,,
9187,5966,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Grey White Checked Shirt,,
9188,11843,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Casual Blue Casual Shoes,,
9189,4088,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple With Black White Stripes T-shirt,,
9190,10991,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Inkfruit Men Havy Metal Brown Tshirts,,
9191,52916,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,FNF Printed Black Sari,,
9192,44873,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White Summer T-shirt,,
9193,25844,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012.0,Ethnic,Diva Women Printed Cream Kurti,,
9194,24996,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Washed Jeans,,
9195,5368,Men,Footwear,Shoes,Sports Shoes,Red,,2011.0,Sports,Kalenji Kiprun 1000 White Red Ss10,,
9196,34338,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Blood Lust Purple T-shirt,,
9197,2971,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Puma Men's Sless Black T-shirt,,
9198,28767,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Striped Red Kurta,,
9199,16068,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Highlander Men Solid Olive Trouser,,
9200,30798,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Shirt,,
9201,8477,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Washed Blue Jacket,,
9202,19020,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Strap Heels,,
9203,46344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive  Men Blue Jeans,,
9204,22601,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Grey Polo T-shirt,,
9205,8817,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Solid White Shirts,,
9206,16434,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Printed Purple Tshirts,,
9207,12094,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas,,
9208,31216,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men Fella Tres White Casual Shoes,,
9209,2511,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2010.0,Casual,Numero Uno Men's Casual Blue Leatherette Shoe,,
9210,43636,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Vero Moda Women Yellow Top,,
9211,13146,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc 5 Women Casual Bronze Heels,,
9212,54681,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2012.0,Ethnic,Shree Women Cream and Navy Blue Printed Kurta,,
9213,27373,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men Blood Test Purple T-shirt,,
9214,57004,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,HM Women White Sandals,,
9215,33541,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Wrangler Women Rosy Navy Blue Top,,
9216,41161,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Allen Solly Woman Khaki Trousers,,
9217,11611,Women,Apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,W Women Solid Black Kurtas,,
9218,25424,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Puma Men Mid Evo Leather Black Casual Shoes,,
9219,44413,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,,
9220,5734,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Dhoni Trainer White Shoe,,
9221,20156,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Establish Navy Blue Shirt,,
9222,14363,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats,,
9223,38995,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,,
9224,39847,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Top,,
9225,40281,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,,
9226,11423,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter White Tshirts,,
9227,39249,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,,
9228,41353,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans,,
9229,20364,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Printed Green Tops,,
9230,44621,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Nike Unisex Green Daybreak Cap,,
9231,5506,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt,,
9232,15083,Men,Apparel,Bottomwear,Churidar,Black,Fall,2011.0,Ethnic,Mother Earth Men Solid Black Churidar,,
9233,16606,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Knit Top,,
9234,35484,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Hush Puppies Men Jungle Black Formal Shoes,,
9235,7251,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men's Ocean Grove 2 Brown Shoe,,
9236,6383,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Numero Uno Men's Navy Blue Casual Shoe,,
9237,50013,Women,Apparel,Innerwear,Bra,Skin,Winter,2015.0,Sports,Hanes Women Beige Cotton Stretch Moulded Cup Bra,,
9238,28109,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Navy Blue Trunks 8009,,
9239,31024,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Striped Slim Fit Shirt,,
9240,26093,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,,
9241,13374,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes,,
9242,27141,Women,Apparel,Innerwear,Bra,Beige,Summer,2012.0,Casual,Miss-T Beige Bra,,
9243,28935,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt,,
9244,43404,Men,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,,
9245,11047,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt,,
9246,41737,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,,
9247,20700,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men  Fiesta Brown Casual Shoes,,
9248,14535,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Embroidary Blue Kurtas,,
9249,5162,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ed Hardy Men's Skull Collage Off White T-shirt,,
9250,50477,Men,Apparel,Innerwear,Briefs,Black,Winter,2016.0,Casual,Chromozone Men Black Briefs,,
9251,22057,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Navy Blue Kurta,,
9252,7635,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Puma Men Black Track Pant,,
9253,27525,Men,Apparel,Topwear,Jackets,Olive,Summer,2012.0,Casual,Scullers Men Olive Jacket,,
9254,2347,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White Contrasts T-shirt,,
9255,30592,Unisex,Accessories,Headwear,Caps,Olive,Summer,2012.0,Sports,Nike Unisex Federer Olive Cap,,
9256,48488,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top,,
9257,43060,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White FFF T-shirt,,
9258,3295,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Men's Gel Cushioning White Navy Shoe,,
9259,31440,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,HIghlander Men Grey Trousers,,
9260,17182,Men,Apparel,Topwear,Shirts,Purple,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Purple Shirt,,
9261,34300,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Tussar Dupatta,,
9262,19824,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt,,
9263,7407,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Anm Casual Brown Shoe,,
9264,22265,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Inc. 5 Women Casual Bronze Heels,,
9265,16050,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Check Navy Blue Shirt,,
9266,43252,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurta,,
9267,13522,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Jealous 21 Women Solid Green Tops,,
9268,19018,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,,
9269,49768,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Alma Women Maroon Kurta,,
9270,42380,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Flying Machine Men Blue T-shirt,,
9271,31672,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Blue Jeans,,
